Prediction,Accuracy,Error,Reliability,Privacy,Volitionality,Causes Outcome,Causes Cycle,Causes Disparity,Caused by Group,Reliability x Privacy,Reliability x Volitionality,Reliability x Outcome,Reliability x Cycle,Reliability x Disparity,Reliability x Group,Privacy x Volitionality,Privacy x Outcome,Privacy x Cycle,Privacy x Disparity,Privacy x Group,Volitionality x Outcome,Volitionality x Cycle,Volitionality x Disparity,Volitionality x Group,Outcome x Cycle,Outcome x Disparity,Outcome x Group,Cycle x Disparity,Cycle x Group,Disparity x Group
Within Rec,0.644235955056,0.000599285836788,,,0.190745375171,,,,-0.00614279823105,,,,,,,,,,,,,,,0.00964877751841,,,,,,
Within Rec,0.67272752809,0.000626975722934,0.334317171392,,,0.22028723158,,,,,,0.00343467384276,,,,,,,,,,,,,,,,,,
Within Rec,0.657632022472,0.000596871852452,,-0.211312827747,,0.303612711981,,,,,,,,,,,0.061948478105,,,,,,,,,,,,,
Within Rec,0.645983146067,0.000593792491525,,,0.133791467751,0.219048880229,,,,,,,,,,,,,,,-0.00987542678986,,,,,,,,,
Within Rec,0.67447752809,0.000602533099001,,,,0.299967213521,-0.201481886111,,,,,,,,,,,,,,,,,,0.0464980698628,,,,,
Within Rec,0.678615168539,0.000607581193249,,,,0.302350261194,,-0.231897865331,,,,,,,,,,,,,,,,,,0.0443047774465,,,,
Within Rec,0.638662921348,0.000670757606023,,,,0.270398964599,,,0.00481196407137,,,,,,,,,,,,,,,,,,-0.00619402145302,,,
Within Rec,0.656078651685,0.000625310549406,0.359119448706,,,,-0.127441492706,,,,,,0.0222791486886,,,,,,,,,,,,,,,,,
Within Rec,0.652028089888,0.000560736110413,,-0.160303327266,,,-0.0522312728503,,,,,,,,,,,0.0458605482325,,,,,,,,,,,,
Within Rec,0.652994382022,0.000565712507972,,,0.181303987538,,-0.126792470103,,,,,,,,,,,,,,,0.0378782781595,,,,,,,,
Within Rec,0.674283707865,0.00056941512148,,,,0.299967213521,-0.201481886111,,,,,,,,,,,,,,,,,,0.0464980698628,,,,,
Within Rec,0.655758426966,0.000580191595058,,,,,-0.0307317248228,-0.155624249771,,,,,,,,,,,,,,,,,,,,0.0374219781526,,
Within Rec,0.650359550562,0.000564443164811,,,,,-0.122966850383,,0.0718862758898,,,,,,,,,,,,,,,,,,,,0.026375964632,
Within Rec,0.665848314607,0.000632371420006,0.374400567208,,,,,-0.196565152886,,,,,,0.0235514653321,,,,,,,,,,,,,,,,
Within Rec,0.649786516854,0.000570662478617,,-0.154048570586,,,,-0.117940188584,,,,,,,,,,,0.0712750446858,,,,,,,,,,,
Within Rec,0.662095505618,0.000566847294857,,,0.195793507526,,,-0.182178317114,,,,,,,,,,,,,,,0.048052909269,,,,,,,
Within Rec,0.680348314607,0.000621372932882,,,,0.302350261194,,-0.231897865331,,,,,,,,,,,,,,,,,,0.0443047774465,,,,
Within Rec,0.656382022472,0.000574190560891,,,,,-0.0307317248228,-0.155624249771,,,,,,,,,,,,,,,,,,,,0.0374219781526,,
Within Rec,0.667983146067,0.000606164958031,,,,,,-0.233087188379,0.161901614247,,,,,,,,,,,,,,,,,,,,,0.0312161228428
Within Rec,0.642828651685,0.000580069682048,0.363977598852,,,,,,0.00444447577853,,,,,,-0.000701375362507,,,,,,,,,,,,,,,
Within Rec,0.656485955056,0.000559362509667,,-0.172005056876,,,,,0.0533014849684,,,,,,,,,,,0.101678475734,,,,,,,,,,
Within Rec,0.643943820225,0.000612101455428,,,0.190745375171,,,,-0.00614279823105,,,,,,,,,,,,,,,0.00964877751841,,,,,,
Within Rec,0.63883988764,0.000676743131394,,,,0.270398964599,,,0.00481196407137,,,,,,,,,,,,,,,,,,-0.00619402145302,,,
Within Rec,0.650328651685,0.00058721580848,,,,,-0.122966850383,,0.0718862758898,,,,,,,,,,,,,,,,,,,,0.026375964632,
Within Rec,0.666601123596,0.00057562954327,,,,,,-0.233087188379,0.161901614247,,,,,,,,,,,,,,,,,,,,,0.0312161228428
Within Unem,0.640210982659,0.000669519724544,0.185853304074,-0.128624342617,0.0433029112481,0.289824376314,0.050282317357,-0.277358383263,-0.0213276766147,0.0712497259945,0.0511906766547,0.00224807863113,0.0775490303017,-0.0431935977914,0.0756648955418,0.0503467762985,-0.0225245857114,0.0150008183181,0.0435111074743,0.004050782336,0.021688920943,0.0523847829711,0.00115071673228,-0.0181698204476,-0.0731881099174,-0.0194932282687,0.021186958119,0.0139312445088,-0.0494242296369,-0.0366947512689
Within Unem,0.629965317919,0.000663795041794,,-0.0409250295314,0.131757660599,0.304728424336,0.138568250884,-0.284406749829,0.0738139681229,,,,,,,0.0397938026978,-0.010454547353,-0.00339037020601,0.0496585462645,-0.00440868253804,0.0190354895054,0.0526711679408,0.00533678651961,-0.0145633163189,-0.0578037805148,-0.0234607046691,0.0221923167859,-0.0166912060969,-0.0105371470776,-0.0456211082338
Within Unem,0.64837283237,0.000666425355045,0.200454137378,,0.0756611060104,0.273739472925,0.0186154088628,-0.272710096925,0.0119651750579,,0.0438759201781,0.00364670989954,0.083809077741,-0.0433573409618,0.0741937933848,,,,,,0.00785834155671,0.0700411312554,0.00768981847705,-0.0158057492434,-0.0714297178642,-0.017777560987,0.00983389144872,0.0332805953608,-0.0537785386276,-0.0360083066012
Within Unem,0.629150289017,0.000625027462206,0.180811935712,-0.143238903389,,0.291959257312,0.0471155147889,-0.296184781256,-0.0069559666858,0.0809045869471,,0.00197909046953,0.0737966649559,-0.0332438402401,0.0859334437751,,-0.0322451530418,0.0324753142751,0.0599782183572,0.00378413935461,,,,,-0.0776414562302,-0.0229409207386,0.0411743944349,0.0140731804404,-0.0354403311945,-0.0501080847768
Within Unem,0.631343930636,0.000655020292236,0.186337828231,-0.126499363741,0.129615627725,,0.0168807938108,-0.26864305442,-0.00535840657053,0.0493913684933,0.0488395029025,,0.0853603727287,-0.0398882410402,0.0804284025736,0.0326353393244,,0.0200494273732,0.0281537955971,0.0177859158852,,0.0505535938693,-0.0147076400447,-0.0133713552862,,,,0.0123211161771,-0.0501155006641,-0.0303548242197
Within Unem,0.640023121387,0.000635349402421,0.185466447843,-0.135014558358,0.085760301397,0.25132053879,,-0.248400442692,-0.0284743624526,0.0817137755386,0.0428796853061,0.0319218259541,,-0.0163665492627,0.0746845034769,0.0586533590795,-0.0138075318973,,0.0583996508283,-0.021988402582,0.0296816867475,,0.00817227869719,-0.015586458325,,-0.0409977205136,0.0195542189757,,,-0.0596251533982
Within Unem,0.637092485549,0.00064336842289,0.164511868803,-0.133871130319,0.0919452997021,0.264200113689,-0.0306330120614,,-0.200969765642,0.0702386852565,0.0519559010066,-0.00721245054065,0.0742174991947,,0.0548479706464,0.0364277994518,-0.00833778932234,0.0406069043801,,0.0129601837116,0.0119553484326,0.0466508816266,,-0.0134297353954,-0.0831593242471,,0.0103717920896,,-0.0310281356751,
Within Unem,0.642086705202,0.000657484325725,0.161875984152,-0.12706638325,0.0524636757714,0.281959022441,0.0711863308902,-0.281213130672,,0.0730108288066,0.0561158128727,0.00276100567316,0.0789956203344,0.0053493201752,,0.0488016463273,-0.026638744738,0.0127967940973,0.0484759571632,,0.0119132303673,0.0622341720113,-0.0194205903092,,-0.0746061077271,-0.00865597304644,,-0.0371993149198,,
Within Unem,0.614468208092,0.000651576051927,0.238983550835,-0.0687030560668,,,,,,0.0692994753887,,,,,,,,,,,,,,,,,,,,
Within Unem,0.631294797688,0.000658215548737,0.24719826497,,0.183186893794,,,,,,0.0451439250241,,,,,,,,,,,,,,,,,,,
Within Unem,0.617361271676,0.000624017609217,0.19477301104,,,0.167940241382,,,,,,0.0466414709279,,,,,,,,,,,,,,,,,,
Within Unem,0.61487283237,0.000590736607036,0.185860104576,,,,-0.0954329062176,,,,,,0.0906615431829,,,,,,,,,,,,,,,,,
Within Unem,0.625144508671,0.000594043111625,0.18635876989,,,,,-0.246580412641,,,,,,0.0670432425746,,,,,,,,,,,,,,,,
Within Unem,0.61226300578,0.000608878901839,0.210021160773,,,,,,-0.146609939133,,,,,,0.0857152346214,,,,,,,,,,,,,,,
Within Unem,0.613742774566,0.000658661020965,0.238983550835,-0.0687030560668,,,,,,0.0692994753887,,,,,,,,,,,,,,,,,,,,
Within Unem,0.627861271676,0.000596910412279,,-0.0345522421654,0.24936448149,,,,,,,,,,,0.031868502813,,,,,,,,,,,,,,
Within Unem,0.59473699422,0.000589749758752,,-0.00575849191618,,0.236680617025,,,,,,,,,,,-0.00528891503813,,,,,,,,,,,,,
Within Unem,0.577268786127,0.000620727583015,,-0.0203183905776,,,0.0170057643997,,,,,,,,,,,0.0347474866482,,,,,,,,,,,,
Within Unem,0.606433526012,0.000734765736315,,0.00143934994521,,,,-0.175442616356,,,,,,,,,,,0.0449872840723,,,,,,,,,,,
Within Unem,0.579800578035,0.000647307492786,,-0.00426888006973,,,,,-0.0319127415651,,,,,,,,,,,0.0282040851008,,,,,,,,,,
Within Unem,0.632158959538,0.00063760356688,0.24719826497,,0.183186893794,,,,,,0.0451439250241,,,,,,,,,,,,,,,,,,,
Within Unem,0.626502890173,0.000605123475502,,-0.0345522421654,0.24936448149,,,,,,,,,,,0.031868502813,,,,,,,,,,,,,,
Within Unem,0.623748554913,0.000599782902419,,,0.206995688848,0.200467228169,,,,,,,,,,,,,,,0.0175967473967,,,,,,,,,
Within Unem,0.62399132948,0.00058964369788,,,0.219826566127,,-0.0052507220368,,,,,,,,,,,,,,,0.0402690007717,,,,,,,,
Within Unem,0.635144508671,0.000623440156025,,,0.253741656967,,,-0.176974547466,,,,,,,,,,,,,,,0.00542574910301,,,,,,,
Within Unem,0.624445086705,0.000658735032899,,,0.256050178143,,,,-0.0666891686008,,,,,,,,,,,,,,,0.00593161600936,,,,,,
Within Unem,0.617144508671,0.000623953456274,0.19477301104,,,0.167940241382,,,,,,0.0466414709279,,,,,,,,,,,,,,,,,,
Within Unem,0.595277456647,0.000617500226362,,-0.00575849191618,,0.236680617025,,,,,,,,,,,-0.00528891503813,,,,,,,,,,,,,
Within Unem,0.623959537572,0.000588058316787,,,0.206995688848,0.200467228169,,,,,,,,,,,,,,,0.0175967473967,,,,,,,,,
Within Unem,0.595514450867,0.000621985261475,,,,0.288457850262,0.0105946837974,,,,,,,,,,,,,,,,,,-0.0653117243208,,,,,
Within Unem,0.609537572254,0.000621839412689,,,,0.307798653094,,-0.19880717126,,,,,,,,,,,,,,,,,,-0.0304629433438,,,,
Within Unem,0.59923699422,0.000613412668867,,,,0.24968127886,,,-0.0653301290244,,,,,,,,,,,,,,,,,,-0.0015230584703,,,
Within Unem,0.613615606936,0.000617211976432,0.185860104576,,,,-0.0954329062176,,,,,,0.0906615431829,,,,,,,,,,,,,,,,,
Within Unem,0.577543352601,0.000567399574435,,-0.0203183905776,,,0.0170057643997,,,,,,,,,,,0.0347474866482,,,,,,,,,,,,
Within Unem,0.623997109827,0.00058601930139,,,0.219826566127,,-0.0052507220368,,,,,,,,,,,,,,,0.0402690007717,,,,,,,,
Within Unem,0.595682080925,0.000595510529797,,,,0.288457850262,0.0105946837974,,,,,,,,,,,,,,,,,,-0.0653117243208,,,,,
Within Unem,0.589421965318,0.000686797088528,,,,,0.138366455165,-0.210475046362,,,,,,,,,,,,,,,,,,,,-0.0212108657972,,
Within Unem,0.576586705202,0.000568554467381,,,,,0.0351877066229,,-0.0308095534465,,,,,,,,,,,,,,,,,,,,-0.0081556246902,
Within Unem,0.624020231214,0.000611897579931,0.18635876989,,,,,-0.246580412641,,,,,,0.0670432425746,,,,,,,,,,,,,,,,
Within Unem,0.606219653179,0.000742456739589,,0.00143934994521,,,,-0.175442616356,,,,,,,,,,,0.0449872840723,,,,,,,,,,,
Within Unem,0.635690751445,0.000601098087012,,,0.253741656967,,,-0.176974547466,,,,,,,,,,,,,,,0.00542574910301,,,,,,,
Within Unem,0.610485549133,0.000620520380044,,,,0.307798653094,,-0.19880717126,,,,,,,,,,,,,,,,,,-0.0304629433438,,,,
Within Unem,0.589098265896,0.000703456913632,,,,,0.138366455165,-0.210475046362,,,,,,,,,,,,,,,,,,,,-0.0212108657972,,
Within Unem,0.590933526012,0.000763423883757,,,,,,-0.257070594928,0.170494729526,,,,,,,,,,,,,,,,,,,,,-0.0481956528334
Within Unem,0.611869942197,0.000631414458431,0.210021160773,,,,,,-0.146609939133,,,,,,0.0857152346214,,,,,,,,,,,,,,,
Within Unem,0.578835260116,0.0006544666614,,-0.00426888006973,,,,,-0.0319127415651,,,,,,,,,,,0.0282040851008,,,,,,,,,,
Within Unem,0.624037572254,0.000632466091267,,,0.256050178143,,,,-0.0666891686008,,,,,,,,,,,,,,,0.00593161600936,,,,,,
